n_games,su_accuracy,brier,log_loss,calibration_ece,ats_n_bets,ats_win_pct,ats_roi,ats_expected_roi,ats_profit_units,ats_profit_factor,ats_max_drawdown,ats_sharpe,moneyline_n_bets,moneyline_win_pct,moneyline_roi,moneyline_expected_roi,moneyline_profit_units,moneyline_profit_factor,moneyline_max_drawdown,moneyline_sharpe,total_n_bets,total_win_pct,total_roi,total_expected_roi,total_profit_units,total_profit_factor,total_max_drawdown,total_sharpe
1420,0.6394366197183099,0.2240342575698795,0.6391163024745125,0.024956536258975412,367,0.4768392370572207,-0.08057915218595636,,-29.572548852245987,0.8459763080612187,-41.46789000025477,-1.6015199507325164,116,0.6206896551724138,-0.0704944478317316,0.07935974075790103,-8.177355948480866,0.8141510011708895,-13.234119812705776,-0.9892272886953818,278,0.5215827338129496,-0.004251144538914316,,-1.1818181818181799,0.9911141490088858,-15.363636363636363,-0.07432529368543023
