pick_is_favorite,n,su_accuracy,ats_n_bets,ats_win_pct,ats_roi,ats_expected_roi,ats_profit_units,ats_profit_factor,ats_max_drawdown,ats_sharpe
False,250,0.428,8,0.875,0.6929085607009808,,5.543268485607847,6.543268485607848,-1.0,3.037045551427336
True,1174,0.6846153846153846,359,0.467966573816156,-0.09781564718065135,,-35.115817337853834,0.8161475532049537,-43.27654612673695,-1.9250778835537392
