n_safe_bets,n_games,su_accuracy,brier,log_loss,calibration_ece,ats_n_bets,ats_win_pct,ats_roi,ats_expected_roi,ats_profit_units,ats_profit_factor,ats_max_drawdown,ats_sharpe
654,651,0.7296466973886329,0.21535703654583538,0.673604353877887,0.13398682692180247,464,0.49137931034482757,-0.05194898578463131,,-24.104329404068928,0.8978630109997079,-40.164067325622355,-1.1591450571838626
