season,week,n_games,su_accuracy,brier,log_loss,calibration_ece
2025,12,14,0.7857142857142857,0.14831978514931093,0.45466748690718095,0.13746819358287438
2025,13,16,0.5,0.24582054046093238,0.6832198179110321,0.28480853125182076
2025,14,14,0.42857142857142855,0.3228156388995262,0.863061329888502,0.4080881684785991
2025,15,16,0.6875,0.17236646935464453,0.49909646063852015,0.21327345984719723
2025,16,16,0.5625,0.2499807447217723,0.7112435225276408,0.24474660908721774
2025,17,16,0.5,0.24905974173857165,0.6824798638344302,0.3166093132919045
2025,18,16,0.75,0.21190344037066383,0.6382132370001706,0.2703170828283006
2025,19,6,0.5,0.23136601423126404,0.6509669277082418,0.34330785636877303
2025,20,4,0.5,0.17364924333207157,0.4859903630896575,0.33550482939607085
2025,21,2,0.5,0.24550805430597436,0.6390507730578817,0.39028742754295104
2025,22,1,1.0,0.03295484755769012,0.2003242785473512,0.18153470069848937
