n_games,su_accuracy,brier,log_loss,calibration_ece,ats_n_bets,ats_win_pct,ats_roi,ats_expected_roi,ats_profit_units,ats_profit_factor,ats_max_drawdown,ats_sharpe,moneyline_n_bets,moneyline_win_pct,moneyline_roi,moneyline_expected_roi,moneyline_profit_units,moneyline_profit_factor,moneyline_max_drawdown,moneyline_sharpe,total_n_bets,total_win_pct,total_roi,total_expected_roi,total_profit_units,total_profit_factor,total_max_drawdown,total_sharpe
1420,0.6197183098591549,0.24858086942444865,0.7287275550052098,0.12368844894404508,810,0.5012345679012346,-0.032215683775081536,,-26.094703857816043,0.9354091488667918,-41.077777411507036,-0.9488953084011261,715,0.6489510489510489,-0.03490547143993559,0.17771847206658783,-24.957412079553947,0.9005680793643268,-30.350591638209675,-1.2161578825406398,626,0.4840255591054313,-0.0759512053441766,,-47.54545454545455,0.8528004503236699,-54.72727272727304,-1.9918057662895325
